ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,metadata_basis,rationale,metadata_blocking_scope,metadata_next_gate
473,Beast Tongue,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
474,Throw Items,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
475,Safeguard,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
476,Doublehand,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
477,Dual Wield,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
478,Beastmaster,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
479,Evasive Stance,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
480,Reequip,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
481,<Unknown>   ,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
482,Swiftspell,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
483,A483,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
484,HP Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
485,Vehemence,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
486,Movement +1,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
487,Movement +2,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
488,Movement +3,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
489,Jump +1,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
490,Jump +2,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
491,Jump +3,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
492,Ignore Elevation,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
493,Lifefont,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
494,Manafont,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
495,Accrue EXP,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
496,Accrue JP,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
497,Cannot Enter Water,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
498,Teleport,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
499,Master Teleportation,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
500,Ignore Weather,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
501,Ignore Terrain,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
502,Waterwalking,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,formula-and-catalog,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.,closed,candidate metadata complete; approval remains a separate job/human gate
